commit_id,actual,predicted
24c77966b6449257c2bfa87419aafc3bb5f3c287,True,True
70a12fd22e29666309248d449777448ea0bd9e68,False,True
d19056cc4b3d0fa886b3f69e03d2520a2eb93f3a,False,True
5205ea1a1e840852e36c12da7a5f764c73b1d85a,False,True
e55b10ab395aa7a463cb572e680d9ceca86ef14a,True,True
da3ac33808dd79f5e7e833a51cc6852e1eafc2ae,True,True
8794e23fba4bda583e9f1823d2248c30fbd957d0,False,True
8794e23fba4bda583e9f1823d2248c30fbd957d0,False,True
4bb6ea46464b80cbe5485f733addd99866edd6d2,False,True
55fd44654f474d8cdbc91f765f799c61fb7c2d8f,False,True
73e43ac7f8c55691772470756ccaf86e7f087243,True,True
a7837e5f90ff2ee2d8d28ffd59754965d86f65f8,False,True
e7da9d73bc39a7a9bfd63af75aa1d584885b1ab8,True,True
0cc537cd3824e389cba4237a811eef9de799ee5d,True,True
8760818bd35a67a4d9bde61d664ada2174bf5872,False,True
8760818bd35a67a4d9bde61d664ada2174bf5872,False,True
cbb3a5366b4f720eee8f17218035efd349348d8d,True,True
f9aba49e05af6f69a6fca8b61c2e7a14d9b78e11,True,True
38379bf3c5594848fdf5cd4ad3580b399ba04dc9,False,True
6d92efe61accff6e9400641137c2fb972a7f14ee,False,True
f3b64bc98599886fcb8ac4eef0803d4d5571b73d,False,True
c5072518ca69e772836105f7c677dd62ca8150e6,True,True
cc78724a1e92887883149f5e3aee827283636733,False,True
40296e32f94b8e658e6b83e8e2af187ca5a405bc,False,True
1f373428c318248e36783f926cec367306dbc707,True,True
21ce1ab17f1c2f3b1017b75a8d3f8f8a3f9e939f,True,True
244339d8a961d2360417c5c319d87d6c75d78357,True,True
0dc5e2a0022238ad1e1957bebbf14e459c3699c6,True,True
5d44f7ad2d9f7e8c91311196892937036f512051,False,True
434534652d8f350cd3419605b8d8d22b078727b1,True,True
4298be01bf4611bbcd9de12cfe1134b9da5247a3,False,True
4298be01bf4611bbcd9de12cfe1134b9da5247a3,False,True
8869725c655a9f656486b86d29b494b1b6184ef1,True,True
9f1d2e0c51ba47610f30d56de356f301c22e0dcd,True,True
03bde1e6171cb1e36846b4499ba908371b9f943d,True,True
2bfc052cbbad712ff55b456930534acfe5c6469b,True,True
d0c5befd00f142b2f4a046655246e047cfdc819c,True,True
aaa80ea649697192bc022d831da9ddc4d6559344,False,True
2aed847c5e29ad907dd599ac1922a37e3e829397,True,True
c5d169f36c3aa1248dd9796a5f1348fee0a1cf81,False,True
61b2cf8e6e7cf520876443d1d64c100645746ae4,True,True
014db1684c3cbf583d00cf767f755b9ddefc3632,False,True
4deaa53bafae2210e0789d6617c5e6e8b8079fa1,True,True
9cb412eb88158c9c01cd66f07d889fb834630073,False,True
5355e5b794efe2cea137ad4e577a0e6ce73b5c18,False,True
23f95d5ad2208ef2b18ea6dc6e9a15ad420af563,False,True
c334c3dd5a9fa6b4f5660f7915b0e90e07544947,False,True
e75ae7f6b636e11c6a78309d1dcba8753053d063,False,True
cf21d738d7687ae7763eb441d32cfadd1233eb2c,False,True
5719974e59a7c6559842dd4b9069948aa7120754,False,True
f64c40b47d6b70d6880baa9c085344af8426cefc,False,True
f64c40b47d6b70d6880baa9c085344af8426cefc,False,True
f64c40b47d6b70d6880baa9c085344af8426cefc,False,True
f64c40b47d6b70d6880baa9c085344af8426cefc,False,True
50bfc9a7bd4e8a4e581e7d14ef69bb7724618984,False,True
20e517dd2dd550a39c0f842c3e12c34a279d5962,False,True
8501e9d48dd29e0b0ddc5e5297365922e4946171,True,True
c3bf47c884212c056052413306b2a2081d152a80,False,True
961eb4f6fb6df7e878a65874558da8c41ebef10d,False,True
e3ae63624b16226eca710e8bebc052e4ffcaf5de,False,True
349aa3ef3563c019f4d0a98fc30117ae0a6cade3,True,True
e001a8dac7c557a786528924e4992b5b9875a271,True,True
539ca3cb1071d3565205e0d50df8d3b2a96beb21,True,True
b590f9dd560978ab8cee2da7bee96f29e2f307f7,False,True
ce5abf2577e218d24b7aa44e0b45a6eea90c17c6,True,True
0070b452f1c00817dd4a47deb57bfbe6b79c4152,True,True
50b74d2ddd0bd4613777b03b99960d96f15b47d5,True,True
cea9e39dd70e6b5c5f0e5aac5e9b7fc477ab990c,True,True
0d982026c1ec08f205973c3659a8ce18e3d937cf,False,True
bf0dfb797adca0264f9e19db2230bd5fae480f8d,False,True
