commit_id,actual,predicted
551e2db510c58ac89c64950de1bec8b026f1e9fe,False,False
97da92f3800db5ad13a87a6cc95bdc2416f299e6,False,False
97da92f3800db5ad13a87a6cc95bdc2416f299e6,False,False
c995b5b1bd5edeeccc475703e56da907bbe73ebe,False,False
b91d06a717303be2e8e995758988108fa58eab68,True,False
f1ffbdc3e75c9e8c0c501f5b4f086c86af35fdce,False,False
8685e2eb0f9238b4e0d10bd329d4715e5a655d5c,False,False
f269398f4f341259edf6ff1318ab54d4b34dec70,False,False
e35a498ccec323a279067db2f204afe0bcdee606,False,False
1cbe823bdb2f3459c37c5a6e7cbbfee7bd155d95,False,False
12135232bfd92dc5bc8eb44ced4f56002e02a2b4,True,True
e971bcd7ceaa5d4c072a34483c58b0d6e36899de,False,True
5cb5089cd89c7f9ef7ffc6edd9527939152e2d3a,False,False
5cb5089cd89c7f9ef7ffc6edd9527939152e2d3a,False,False
9c34249a25609bbcf686829945199c933c1ff6ed,True,False
7d5d8bbcdcddc4baaeaa0cd32bc0b44f9d035921,False,True
f77a6aef083d35ecc3e435aeebf515f54a124f39,False,True
5c7e44043592a1452e0f4155ae24a57fb1d2613e,False,False
5c7e44043592a1452e0f4155ae24a57fb1d2613e,False,False
ae717de3a7556dedf72b5533f6a8a808af571037,False,False
cd1881dbda25232b5f461329a16743083898d383,False,False
cc4986053f9f3aed43d159676c712c901154009c,False,False
b0b4149677e105529a831625eb919278531551a8,True,False
b0b4149677e105529a831625eb919278531551a8,False,False
1a1930befbe09a4c67b4ec7708d3bf262ad38f1e,False,False
1a1930befbe09a4c67b4ec7708d3bf262ad38f1e,False,False
a829faa8c6d649bb3c5fdd10a016d9f4fa76fa5d,False,False
a829faa8c6d649bb3c5fdd10a016d9f4fa76fa5d,False,False
09496d0b10db333ff7261f3ae69939a9883c5959,False,False
09496d0b10db333ff7261f3ae69939a9883c5959,False,False
72c60d0dc3434737b244f1599df4684e63a55325,True,False
72c60d0dc3434737b244f1599df4684e63a55325,False,False
c9cc1613526c64ff1fc33cb8203cbac13fb3ae44,False,False
c9cc1613526c64ff1fc33cb8203cbac13fb3ae44,False,False
8fc244d132fc5d01148be730340ca7e1f3f1ea26,True,False
2828a4fe2f7593e2acc60ce9caf4880b4947d652,False,False
2828a4fe2f7593e2acc60ce9caf4880b4947d652,False,False
3ef54aba993cba348a8143ca523658017e616236,False,True
8b7b4f3662b1979568378528b0ed4b70f54321f9,False,False
d301b074fcf016908c89c8624adcf54770c272a4,False,False
d42a9424a4d4e411357a4ccba24c3a40d3c2f2e5,False,False
e27aa353ba59de8fc406fa37f26cb2adcf65b4ef,True,True
d997664e857cba0b9b17dfa4c6c47d66f6bc9553,False,False
9507817ee4db095ed50fae2216fe706a3c31477f,True,True
02d856ef39fde686fa000e97b86120e31ccee868,True,False
da7defeaba98be206d2232a17030a2e3ff35ca03,True,False
f7b8f34cb98019838ff7b7d095e64c2f43ef41bb,True,False
4602e8789b527004f964a701e2b92e5c1e33d5bc,True,False
40ee1a3766ed5b6917c1470ba246291a3b8b6d91,False,False
bcb16f0f5124be91f55a4a5f51deaad06cfe3b14,True,False
1cf7f8a016d8485bc1737ab347fef4374137e411,True,False
77d49ae31aa614fa1d980c54b19c2b71ff21bb34,True,False
c030f6c911b31b5985aa6fc060fae3c768bcc4f0,False,False
b5b25230276148345cb69365b7f46ab30fe67f18,True,False
