commit_id,line,line_level_label,count,line_score,row
8eb109a1283d582913db2d876c7b5b2933505c2c,"syntax = ""rss:feedUri"", consumerOnly = true, category = { Category.RSS }, lenientProperties = true)",0,5,1.0,1
8eb109a1283d582913db2d876c7b5b2933505c2c,"syntax = ""rss:feedUri"", consumerOnly = true, category = {Category.RSS}, lenientProperties = true)",1,4,0.8,2
8eb109a1283d582913db2d876c7b5b2933505c2c,import org.apache.camel.support.ExchangeHelper;,0,1,0.2,3
8eb109a1283d582913db2d876c7b5b2933505c2c,import org.apache.camel.util.ExchangeHelper;,1,1,0.2,4
8eb109a1283d582913db2d876c7b5b2933505c2c,newFeed = (SyndFeed) ((SyndFeed) feed).clone();,0,1,0.2,5
8eb109a1283d582913db2d876c7b5b2933505c2c,throws Exception {,0,1,0.2,6
8eb109a1283d582913db2d876c7b5b2933505c2c,newFeed = (SyndFeed)((SyndFeed) feed).clone();,1,1,0.2,7
8eb109a1283d582913db2d876c7b5b2933505c2c,"boolean filter, Date lastUpdate, boolean throttleEntries) throws Exception {",1,1,0.2,8
8eb109a1283d582913db2d876c7b5b2933505c2c,newFeed.setEntries(Arrays.asList((SyndEntry) entry));,0,0,0.0,9
8eb109a1283d582913db2d876c7b5b2933505c2c,protected FeedPollingConsumer createEntryPollingConsumer(,0,0,0.0,10
8eb109a1283d582913db2d876c7b5b2933505c2c,"FeedEndpoint feedEndpoint, Processor processor,",0,0,0.0,11
8eb109a1283d582913db2d876c7b5b2933505c2c,"boolean filter, Date lastUpdate, boolean throttleEntries)",0,0,0.0,12
8eb109a1283d582913db2d876c7b5b2933505c2c,newFeed.setEntries(Arrays.asList((SyndEntry)entry));,1,0,0.0,13
8eb109a1283d582913db2d876c7b5b2933505c2c,"protected FeedPollingConsumer createEntryPollingConsumer(FeedEndpoint feedEndpoint, Processor processor,",1,0,0.0,14
