commit_id,line,line_level_label,count,line_score,row
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize with content type json,0,3,1.0,1
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize with content type json,1,3,1.0,2
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize with content type xml,0,3,1.0,3
cb7dae08aee84d49537477d25a5798f515ff2321,"""""""Test serialize with content type xml.""""""",1,3,1.0,4
cb7dae08aee84d49537477d25a5798f515ff2321,Test get body serializer verifies,1,3,1.0,5
cb7dae08aee84d49537477d25a5798f515ff2321,Test get body deserializer verifies,1,3,1.0,6
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize with content type xml with meta list,1,3,1.0,7
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize verifies that exception is raises,1,3,1.0,8
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize with content type xml,1,3,1.0,9
cb7dae08aee84d49537477d25a5798f515ff2321,"""""""Test serialize with content type xml with meta list.""""""",1,3,1.0,10
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize verifies that exception InvalidContentType is raised,1,3,1.0,11
cb7dae08aee84d49537477d25a5798f515ff2321,"""""""Test serialize verifies that exception is raises.""""""",0,3,1.0,12
cb7dae08aee84d49537477d25a5798f515ff2321,"""""""Test serialize with content type xml.""""""",0,3,1.0,13
cb7dae08aee84d49537477d25a5798f515ff2321,"""""""Test serialize with content type json.""""""",0,3,1.0,14
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize with content type xml with meta list,0,3,1.0,15
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize verifies that exception is raises,0,3,1.0,16
cb7dae08aee84d49537477d25a5798f515ff2321,"""""""Test serialize with content type xml with meta list.""""""",0,3,1.0,17
cb7dae08aee84d49537477d25a5798f515ff2321,Test deserialize with content type xml with meta,1,2,0.6666666666666666,18
cb7dae08aee84d49537477d25a5798f515ff2321,from neutron.api.v2 import attributes,1,2,0.6666666666666666,19
cb7dae08aee84d49537477d25a5798f515ff2321,request = wsgi.Request.blank('/tests/123.json'),0,2,0.6666666666666666,20
cb7dae08aee84d49537477d25a5798f515ff2321,serializer = wsgi.Serializer(),0,2,0.6666666666666666,21
cb7dae08aee84d49537477d25a5798f515ff2321,Test verifies that exception MalformedRequestBody is raised,1,2,0.6666666666666666,22
cb7dae08aee84d49537477d25a5798f515ff2321,Test serialize verifies,1,2,0.6666666666666666,23
cb7dae08aee84d49537477d25a5798f515ff2321,Test Serializer.serialize with content type xml with meta dict,1,2,0.6666666666666666,24
cb7dae08aee84d49537477d25a5798f515ff2321,Test verifies JsonDeserializer.default raises exception,0,2,0.6666666666666666,25
cb7dae08aee84d49537477d25a5798f515ff2321,Test deserialize with content type xml,1,2,0.6666666666666666,26
cb7dae08aee84d49537477d25a5798f515ff2321,Test Serializer.deserialize with content type json,1,2,0.6666666666666666,27
cb7dae08aee84d49537477d25a5798f515ff2321,"""""""Test Serializer.serialize with content type xml with meta dict.""""""",0,2,0.6666666666666666,28
