commit_id,line,line_level_label,count,line_score,row
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,attr_dict[quota_resource] = {,0,2,1.0,1
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"attr_dict[quota_resource] = {'allow_post': False,",1,2,1.0,2
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,from neutron.api.v2 import attributes,0,1,0.5,3
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"'convert_to': attributes.convert_to_int,",0,1,0.5,4
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,'is_visible': True},0,1,0.5,5
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"'convert_to': convert_to_int,",1,1,0.5,6
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,'is_visible': True},1,1,0.5,7
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,from neutron.api.v2.attributes import convert_to_int,1,0,0.0,8
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"[-1, sys.maxsize]},",1,0,0.0,9
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,'validate': {'type:range':,1,0,0.0,10
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"'allow_put': True,",1,0,0.0,11
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,from neutron.manager import NeutronManager,1,0,0.0,12
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"'allow_put': True,",0,0,0.0,13
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"QuotaSetsController(manager.NeutronManager.get_plugin()),",0,0,0.0,14
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"'validate': {'type:range': [-1, sys.maxsize]},",0,0,0.0,15
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"'allow_post': False,",0,0,0.0,16
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,from neutron import manager,0,0,0.0,17
08ee0f9cbba4ad6af918a15a7f35732c2a549ca7,"QuotaSetsController(NeutronManager.get_plugin()),",1,0,0.0,18
