commit_id,line,line_level_label,count,line_score,row
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""=="") && isFieldComparison) {",1,6,1.0,1
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals("">"") && isFieldComparison) {",1,6,1.0,2
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""<"") && isFieldComparison) {",1,6,1.0,3
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals("">="") && isFieldComparison) {",1,6,1.0,4
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""<="") && isFieldComparison) {",1,6,1.0,5
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""contains"") && isFieldComparison) {",1,6,1.0,6
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""startsWith"") && isFieldComparison) {",1,6,1.0,7
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""endsWith"") && isFieldComparison) {",1,6,1.0,8
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""!="") && isFieldComparison) {",1,6,1.0,9
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""startsWith"") && isNegation) {",1,5,0.8333333333333333,10
fad5b75f13c673e999075eda9709c449b87dbb66,"value = value.substring(0, value.indexOf(""\"")"") + 1) + value.substring(value.indexOf(""\"")"") + 2);",0,5,0.8333333333333333,11
fad5b75f13c673e999075eda9709c449b87dbb66,"protected String[] extractOldSpecialComponents(String phrase, String operator) {",0,5,0.8333333333333333,12
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""endsWith"") && isNegation) {",1,5,0.8333333333333333,13
fad5b75f13c673e999075eda9709c449b87dbb66,"protected String[] extractOldSpecialComponents(String phrase, String operator) {",1,5,0.8333333333333333,14
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""contains"") && isNegation) {",1,5,0.8333333333333333,15
fad5b75f13c673e999075eda9709c449b87dbb66,"protected String[] extractSpecialComponents(String phrase, String operator) {",0,5,0.8333333333333333,16
fad5b75f13c673e999075eda9709c449b87dbb66,"protected String[] extractStandardComponents(String phrase, String operator) {",0,5,0.8333333333333333,17
fad5b75f13c673e999075eda9709c449b87dbb66,"protected String[] extractOldSpecialComponents(String phrase, String operator) {",0,5,0.8333333333333333,18
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""!="") && value.equals(""null"")) {",1,5,0.8333333333333333,19
fad5b75f13c673e999075eda9709c449b87dbb66,"} else if (operator.equals(""contains"")) {",1,4,0.6666666666666666,20
