commit_id,actual,predicted
2bd37127bd863ebf48d997ba14eb18c4d82d0af5,False,True
1a76d75d07cfcb59f1437cb25db793acdb6148f6,True,True
8b978d02f70ba36871900b62ca160e2ad6dc08ef,True,True
c58bdd3c40b6e0d6819338d11e5f371ae01c4f47,True,False
20894c305c129e0fc7f8f21cdc339eb301024361,True,True
1013c9a24f1a3eab5795203502f05f9dc6d83123,False,True
0327c222c6ecdf3f48b64f1b253a8f605cf6b3c0,False,True
d8b0f10ec7a5e0726d1b09e84e6cc388d957ba03,True,True
dfebeb7fe8b5e70b2ec2f38950d8a1cb0f97363d,True,True
724f4d63c8e686fcf1d2eb91b40bcbf43b5a705f,True,True
86eef047df8ac616dd58492ad41dc2f77ef5452c,True,True
7999282ea0d857cb0683ae2c3a9c32e87a79898c,False,True
22aed094f08cc44ac1c5722597e91d966a0cd366,False,True
cb3384fd673295ad83c3dbfad0de6e325827e4ae,False,False
ec720bafcb926575e21bf1db12f7e6ebd0f3c376,False,True
7ffc2a2b6fbf3938e92e75374dbf7fdced5be4ea,True,True
1d206cc309a3fb51c50c77ab31b886b890f0bd1f,True,False
3964475a0b5968eeaba6bd15f6f948b0e0ffebad,True,True
688cb1d514e9f19a12f892200fa1f60ef76fa056,False,False
7fa80862571060e27ab5aedf34dcedaa46c21a7e,False,True
e2891257b7c96af210fd7752621cbf37ed2c1aba,True,True
b450b3372c9793196d83301412d1fb90ee78900e,False,True
e38e0580ed91cbb41683ca5386bc65ccbc1999c2,True,True
6af8816b5d6122ca03419478fd33e58e5218af87,False,True
f35ee596c219b3384ab99d8ed7fbe77ae6b8d9d4,False,True
10901cac775632db0f522238ece048789410bb68,False,True
c13eff55be51ea34f2f6ac96dfd620a728575865,False,True
ab5a6818d0bcbe0a3bf08970ad04e1b0bea67c27,False,False
642fe5505fd55543d24ff47ba493f7b37a7288ce,True,False
9822732287ddbe5898a426b3b33849ecd5574a8b,False,True
983051b713ddf958d7f62efb12c3b328d9b25696,True,True
369fbeac7016a7cff63326e01a956cef19220923,True,False
5019749dc8d967c62591dc2776a004d887d10619,True,True
5db8a2235251a18f4fdeff31d30d3b95c4e1cb36,False,True
17567f19dc5734e9be4db0f1d2d21881554970f9,True,True
2daeeba8ab805c11c33e07690eca1204a88f914f,True,True
fbca0acf9c457f00196e209c87ff7d42b5267f45,True,True
a8da14c0fd3edb941b0dd4a2fa44c00a68a89798,True,False
3b7ac3046cfe032f6acad736aeb98052a199954b,False,False
a01a8d88dbaf1b669f2b72d1ef7a7c4194da3ec1,True,False
9baf9f037a6d0a14afb5244e06b5efc0deebe0e4,False,True
38b31aaf29da6e3ed78847d37c0aeb56ec0059e8,False,True
5462907d77facbc4d2967094c6ac9f434314a8f2,False,True
528a27a0b6c551ba05c0fdeb240075521ec84fa7,False,True
61a4bd71248d9c1b16304d800fc1e869c0be8aa8,False,True
66dfcc08fe4f863eec02331e416ebdfeb619f902,False,True
854d7d04e300bd12cd8bc8de10e53a9e5b951199,True,True
b18a3217cdccaa3f27e228dda4fdf60e7c3cac1a,False,True
8fbf5441cdc9c119b6bbe7c0cd49391886ba405e,True,False
818af09594ca63f1e77ac30ec381336bec7626d5,False,False
0bc4588692314d2c1cbba22590ec0e2737ef1e4c,True,True
